10000; 0.280
20000; 1.123
30000; 2.543
40000; 4.524
50000; 7.067
60000; 10.187
70000; 13.868
80000; 18.111
90000; 23.045
100000; 28.317
10000; 0.281
20000; 1.123
30000; 2.543
40000; 4.525
