10000; 0.515
20000; 2.059
30000; 4.633
40000; 8.237
50000; 12.870
60000; 18.536
70000; 25.242
80000; 32.965
90000; 41.920
100000; 51.513
10000; 0.515
20000; 2.059
30000; 4.633
40000; 8.346
