10000; 0.593
20000; 2.404
30000; 5.413
40000; 9.751
50000; 15.085
60000; 21.731
70000; 29.565
80000; 38.630
90000; 48.877
100000; 60.345
10000; 0.608
20000; 3.042
30000; 5.413
40000; 9.781
